AGENCY_ID,STAT_PROFILE_DATE_YEAR,POLY_INFORCE_QTY,NB_WRTN_PREM_AMT,PRD_INCRD_LOSSES_AMT,RETENTION_RATIO,LOSS_RATIO,GROWTH_RATE_3YR,ACTIVE_PRODUCERS,AGENCY_AGE,PREMIUM_GROWTH_YOY,PROD_LINE_ENC,STATE_ENC,MONTHS,LOG_WRTN_PREM_AMT,WRTN_PREM_AMT
3,2005,0,0.0,16667.51,0.8875,1.224879423,-0.015575222,14.0,48,0.00142624901660198,0,0,8,9.518447671986017,13607.47
3,2006,0,0.0,18441.39,0.8875,0.761985492,-0.015575222,14.0,49,-0.09603652045684935,0,0,12,10.094221955228395,24201.76
3,2007,0,539.0,78153.4,0.8875,3.253149361,-0.015575222,14.0,50,-0.007348225914148399,0,0,12,10.086846903968224,24023.92
3,2008,0,0.0,32186.35,0.8875,1.431853569,-0.082901913,14.0,51,-0.06431589848784042,0,0,12,10.020372407170898,22478.8
3,2009,0,0.0,16459.61,0.8875,0.925196693,-0.148077899,14.0,52,-0.20857029734683347,0,0,12,9.78646991139062,17790.39
3,2010,0,0.0,14000.0,0.8875,0.757363057,-0.143914947,14.0,53,0.03905479306524474,0,0,12,9.824779245820157,18485.19
3,2011,0,0.0,0.0,0.8875,0.0,-0.078701876,14.0,54,0.0414504800870319,0,0,12,9.86539152668491,19251.41
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,0.07549057445662417,0,0,12,9.938164786625737,20704.71
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.04401365679596579,0,0,12,9.981235321158053,21616.0
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,0.03131939304219097,0,0,12,10.01207286294957,22293.0
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,-0.15617427728835206,0,1,8,7.4943801581613885,1796.91
3,2006,0,0.0,1869.13,0.8875,0.569606636,-0.015575222,14.0,49,-0.0648530497205765,0,1,12,8.096342327258942,3281.44
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,-0.26785496611243853,0,1,12,7.784677126726233,2402.49
3,2008,0,0.0,1755.0,0.8875,0.600125154,-0.082901913,14.0,51,0.2172329541434096,0,1,12,7.9811830841111915,2924.39
3,2009,0,733.46,0.0,0.8875,0.0,-0.148077899,14.0,52,0.25176190590174363,0,1,12,8.205666413465911,3660.64
3,2010,0,0.0,129.68,0.8875,0.045726214,-0.143914947,14.0,53,-0.22526935180733415,0,1,12,7.950505959652833,2836.01
3,2011,0,0.0,0.0,0.8875,0.0,-0.078701876,14.0,54,0.3383309649824929,0,1,12,8.241840136649422,3795.52
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,-0.298504552735857,0,1,12,7.8874113440779645,2662.54
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,-0.2834924545734524,0,1,12,7.554193378416389,1907.73
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,0.29047611559287745,0,1,12,7.8090866758617645,2461.88
3,2005,0,49.0,73162.57,0.8875,0.717887699,-0.015575222,14.0,48,-0.09878064309602932,0,0,8,11.531891173520144,101913.67
3,2006,0,2817.0,411481.5,0.8875,1.129182224,-0.015575222,14.0,49,-0.13935332744763135,0,0,12,12.806028410119618,364406.64
3,2007,0,550.0,60919.36,0.8875,0.153466441,-0.015575222,14.0,50,0.0893203812092996,0,0,12,12.891582183410884,396955.58
3,2008,0,6877.0,137430.39,0.8875,0.418226346,-0.082901913,14.0,51,-0.17219226393038736,0,0,12,12.702608353048046,328602.9
3,2009,0,0.0,118266.72,0.8875,0.464188513,-0.148077899,14.0,52,-0.22465182139293358,0,0,12,12.448166146989212,254781.66
3,2010,0,0.0,46226.88,0.8875,0.168526477,-0.143914947,14.0,53,0.07660967433841204,0,0,12,12.521982780813508,274300.4
3,2011,0,134.0,169656.62,0.8875,0.629586759,-0.078701876,14.0,54,-0.0175990264687913,0,0,12,12.504227115504898,269472.98
3,2012,0,0.0,53898.98,0.8875,0.279038159,-0.050957377,14.0,55,-0.2831938474870467,0,0,12,12.171278747556073,193159.89
3,2013,0,60.0,218503.15,0.8875,1.018432192,-5.5442e-05,14.0,56,0.11073033847762065,0,0,12,12.27629599300428,214548.55
3,2014,0,2465.0,82425.97,0.8875,0.755214446,-0.115753905,14.0,57,-0.49129243707310066,0,0,12,11.600418534260825,109142.47
3,2005,0,0.0,463.11,0.8875,0.046220915,-0.015575222,14.0,48,0.15392296193242416,0,1,8,9.212387275638791,10019.49
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,0.12083159907807905,0,1,12,9.411373274560686,12225.65
3,2007,0,0.0,442.07,0.8875,0.047666491,-0.015575222,14.0,50,-0.24141211305738347,0,1,12,9.13510268501184,9274.23
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,-0.0888979462445938,0,1,12,9.04201284046001,8449.77
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,-0.06810362885617005,0,1,12,8.971487827998414,7874.31
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.5385894129136395,0,1,12,8.198169047643333,3633.29
3,2011,0,100.06,0.0,0.8875,0.0,-0.078701876,14.0,54,0.08869922301825618,0,1,12,8.28313023985275,3955.56
3,2012,0,121.61,0.0,0.8875,0.0,-0.050957377,14.0,55,-0.014662904873140592,0,1,12,8.268362533166043,3897.56
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.040322663409928225,0,1,12,8.307883509357524,4054.72
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,0.06112382605950611,0,1,12,8.367197866132457,4302.56
3,2005,0,111.0,1711.76,0.8875,0.249880298,-0.015575222,14.0,48,0.1783712745425208,0,0,8,8.832196613421797,6850.32
3,2006,0,585.0,7372.88,0.8875,0.259133798,-0.015575222,14.0,49,0.24435193984849288,0,0,12,10.256009585063198,28452.02
3,2007,0,100.0,-2804.65,0.8875,-0.078721979,-0.015575222,14.0,50,0.2521880695992762,0,0,12,10.480894983508191,35627.28
3,2008,0,183.0,3880.81,0.8875,0.108347977,-0.082901913,14.0,51,0.005353762622350007,0,0,12,10.486234316223129,35818.02
3,2009,0,0.0,8972.35,0.8875,0.281196134,-0.148077899,14.0,52,-0.10916907188057849,0,0,12,10.370637112798956,31907.8
3,2010,0,573.0,-8972.35,0.8875,-0.288884281,-0.143914947,14.0,53,-0.026613241903233636,0,0,12,10.343664184204165,31058.63
3,2011,0,0.0,2843.1,0.8875,0.085357308,-0.078701876,14.0,54,0.07243043237901994,0,0,12,10.413589514522084,33308.22
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,-0.02429490378050827,0,0,12,10.388995368317829,32499.0
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,-0.04457767931320963,0,0,12,10.343394988296506,31050.27
3,2014,0,100.0,0.0,0.8875,0.0,-0.115753905,14.0,57,-0.8141246436826476,0,0,12,8.660857076519314,5771.48
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,0.27471210031531296,0,1,8,7.8696386875544055,2615.62
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,-0.1281756535861552,0,1,12,7.816445197723447,2480.07
3,2007,0,0.0,812.34,0.8875,0.54210572,-0.015575222,14.0,50,-0.39578721568342834,0,1,12,7.3128803292771964,1498.49
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,0.2018832291173114,0,1,12,7.496657987542452,1801.01
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,0.03714582373223918,0,1,12,7.533110652203019,1867.91
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.1911334057850753,0,1,12,7.321115802770221,1510.89
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,-1.0,0,1,12,5.668845904775305,288.7
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.01832351922410814,0,1,12,5.686941457460175,293.99
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,0.035953603864076984,0,1,12,5.722146158673159,304.56
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,0.376368625699418,0,0,8,8.411846009002856,4499.06
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,0.14000011929561906,0,0,12,9.63500334938787,15289.75
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,-0.09251622819208942,0,0,12,9.53793042136138,13875.2
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,-0.003978321033210384,0,0,12,9.533944453604027,13820.0
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,-0.5605115774240231,0,0,12,8.71189282277662,6073.73
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,0.12971765290850942,0,0,12,8.833841657660615,6861.6
3,2011,0,0.0,0.0,0.8875,0.0,-0.078701876,14.0,54,-0.3180890754343011,0,0,12,8.451053388911692,4679.0
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,0.028424877110493695,0,0,12,8.47907586930311,4812.0
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.03719866999168745,0,0,12,8.515591910049263,4991.0
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,0.061711079943899017,0,0,12,8.575462099540212,5299.0
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,2.2500078802206462,0,1,8,7.6319795261125485,2062.13
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,-0.2721166234270486,0,1,12,7.6319795261125485,2062.13
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,0.0,0,1,12,7.6319795261125485,2062.13
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,0.0,0,1,12,7.6319795261125485,2062.13
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,0.0,0,1,12,7.6319795261125485,2062.13
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.42984195952728493,0,1,12,7.070503182263415,1175.74
3,2011,0,500.0,0.0,0.8875,0.0,-0.078701876,14.0,54,0.6395036317553201,0,1,12,7.564565185280408,1927.63
3,2012,0,1427.63,0.0,0.8875,0.0,-0.050957377,14.0,55,0.7406141220047416,0,1,12,8.118582537768566,3355.26
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.14901974809701782,0,1,12,8.257453080843204,3855.26
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,-0.1296929389976292,0,1,12,8.118582537768566,3355.26
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,-0.8044698199167042,0,0,8,4.61512051684126,100.0
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,0.06242350061199511,0,0,12,6.767343125265392,868.0
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,0.0,0,0,12,6.767343125265392,868.0
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,0.0,0,0,12,6.767343125265392,868.0
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,0.0,0,0,12,6.767343125265392,868.0
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,0.0,0,0,12,6.767343125265392,868.0
3,2011,0,0.0,0.0,0.8875,0.0,-0.078701876,14.0,54,0.0,0,0,12,6.767343125265392,868.0
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,-0.3294930875576037,0,0,12,6.368187186350492,582.0
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,-0.06357388316151202,0,0,12,6.302618975744905,545.0
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,-0.8165137614678899,0,0,12,4.61512051684126,100.0
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,0.10025065571768366,0,1,8,7.545849474788817,1891.87
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,0.00019545639067226978,0,1,12,7.599261113269957,1995.72
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,0.0,0,1,12,7.599261113269957,1995.72
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,-0.02617100595273887,0,1,12,7.57275501087237,1943.49
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,-0.7132478170713511,0,1,12,6.324896452316315,557.3
3,2005,0,378.0,21362.4,0.8875,0.354246098,-0.015575222,14.0,48,0.16324899639994456,0,0,8,11.007167644834153,60303.84
3,2006,0,1933.0,9811.28,0.8875,0.086764153,-0.015575222,14.0,49,0.1386888891820313,0,0,12,11.635858593878414,113079.88
3,2007,0,200.0,4263.19,0.8875,0.043283912,-0.015575222,14.0,50,-0.12899058612372072,0,0,12,11.497757409435907,98493.64
3,2008,0,1453.0,16195.29,0.8875,0.16962847,-0.082901913,14.0,51,-0.030647359565551566,0,0,12,11.466630919153202,95475.07
3,2009,0,350.0,73178.34,0.8875,0.998850436,-0.148077899,14.0,52,-0.23265246100369455,0,0,12,11.201818629200746,73262.56
3,2010,0,1505.0,5100.25,0.8875,0.070229931,-0.143914947,14.0,53,-0.008741026794586477,0,0,12,11.193039295902144,72622.17
3,2011,0,2382.0,32620.56,0.8875,0.417592878,-0.078701876,14.0,54,0.07564535733371777,0,0,12,11.265959141394834,78115.7
3,2012,0,0.0,35382.46,0.8875,0.458734109,-0.050957377,14.0,55,-0.012610141111197916,0,0,12,11.253268981153527,77130.65
3,2013,0,2087.0,122250.0,0.8875,1.68297095,-5.5442e-05,14.0,56,-0.05822912162674631,0,0,12,11.193276519867943,72639.4
3,2014,0,2921.0,4708.27,0.8875,0.070595815,-0.115753905,14.0,57,-0.0818573666632708,0,0,12,11.10787522079412,66693.33
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,0.07750121998554742,0,1,8,9.063504870868144,8633.36
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,-0.07296674356226909,0,1,12,9.141650311780122,9335.16
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,0.01833926788614236,0,1,12,9.159821514477064,9506.36
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,-0.07198023218140281,0,1,12,9.085127427782115,8822.09
3,2009,0,0.0,0.0,0.8875,0.0,-0.148077899,14.0,52,-0.09803685974638666,0,1,12,8.98195812261377,7957.2
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.05424269843663599,0,1,12,8.926196034354547,7525.58
3,2011,0,8903.87,5000.0,0.8875,0.295535348,-0.078701876,14.0,54,1.2481257258576748,0,1,12,9.73621912672172,16918.45
3,2012,0,6379.9,-1958.75,0.8875,-0.081956067,-0.050957377,14.0,55,0.4126589610750393,0,1,12,10.081675578048475,23900.0
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.8853414225941424,0,1,12,10.715764861016117,45059.66
3,2014,0,0.0,8869.69,0.8875,0.266579206,-0.115753905,14.0,57,-0.2615956267757014,0,1,12,10.412509049844239,33272.25
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,-0.2522421524663677,0,0,8,8.112527763478637,3335.0
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,-0.015482548606231028,0,0,12,9.0367973706658,8405.81
3,2007,0,3117.0,17184.65,0.8875,1.675029802,-0.015575222,14.0,50,0.220502247849999,0,0,12,9.236038332693266,10259.31
3,2008,0,0.0,166.97,0.8875,0.077853106,-0.082901913,14.0,51,-0.7909528028688089,0,0,12,7.671211797440078,2144.68
3,2009,0,0.0,1063.77,0.8875,0.273055598,-0.148077899,14.0,52,0.8164947684503052,0,0,12,8.267910982492333,3895.8
3,2010,0,1478.0,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.8284152163868782,0,0,12,6.506471417267195,668.46
3,2011,0,0.0,0.0,0.8875,0.0,-0.078701876,14.0,54,1.658349041079496,0,0,12,7.48324441607385,1777.0
3,2012,0,0.0,125.0,0.8875,0.075620085,-0.050957377,14.0,55,-0.06978052898142938,0,0,12,7.4109518755836366,1653.0
3,2013,0,1518.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.31840290381125236,0,0,12,7.687226934001511,2179.32
3,2014,0,1135.0,1968.44,0.8875,0.64943583,-0.115753905,14.0,57,0.39080080024961905,0,0,12,8.016977746762262,3031.0
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,0.0,0,1,8,5.330009813280526,205.44
3,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,49,0.013395839167494056,0,1,12,9.031253178983892,8359.33
3,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,50,-0.12769564067933672,0,1,12,8.89465380871476,7291.88
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,-0.5232368058717368,0,1,12,8.154068923797597,3476.5
3,2005,0,859.0,17624.9,0.8875,0.319075366,-0.015575222,14.0,48,0.03423449872390398,0,0,8,10.919414004652186,55237.42
3,2006,0,4353.0,25172.96,0.8875,0.245907782,-0.015575222,14.0,49,0.04853590076797896,0,0,12,11.536334131703553,102367.48
3,2007,0,1150.0,-3003.89,0.8875,-0.038340657,-0.015575222,14.0,50,-0.2346458074380652,0,0,12,11.268920571118587,78347.38
3,2008,0,2937.0,35042.62,0.8875,0.513617693,-0.082901913,14.0,51,-0.12917253901789696,0,0,12,11.130611049597453,68227.05
3,2009,0,150.0,-2133.68,0.8875,-0.042303403,-0.148077899,14.0,52,-0.26073969195502367,0,0,12,10.828511042639482,50437.55
3,2010,0,150.0,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.020490289476788687,0,0,12,10.8078083294887,49404.07
3,2011,0,1878.0,0.0,0.8875,0.0,-0.078701876,14.0,54,-0.06766810912542229,0,0,12,10.737743376957237,46060.99
3,2012,0,1228.0,0.0,0.8875,0.0,-0.050957377,14.0,55,-0.18470662484675204,0,0,12,10.533541034366412,37553.22
3,2013,0,933.0,4008.67,0.8875,0.092162359,-5.5442e-05,14.0,56,0.1582426220707571,0,0,12,10.680441271739708,43495.74
3,2014,0,1326.0,0.0,0.8875,0.0,-0.115753905,14.0,57,-0.029419892614770998,0,0,12,10.65058063121752,42216.1
3,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,14.0,48,-0.23340865932977198,0,1,8,7.827212990677495,2506.93
3,2006,0,0.0,21000.0,0.8875,5.871284665,-0.015575222,14.0,49,0.6912692333153648,0,1,12,8.182483800069848,3576.73
3,2007,0,532.42,-21000.0,0.8875,-7.985215943,-0.015575222,14.0,50,-0.2647306338471173,0,1,12,7.875066067917924,2629.86
3,2008,0,0.0,10738.85,0.8875,5.805819416,-0.082901913,14.0,51,-0.29666598221958584,0,1,12,7.523303014669646,1849.67
3,2009,0,0.0,-10141.65,0.8875,-4.808292244,-0.148077899,14.0,52,0.14031151502700467,0,1,12,7.654538008707991,2109.2
3,2010,0,514.72,0.0,0.8875,0.0,-0.143914947,14.0,53,-0.4933861179594159,0,1,12,6.974993278247815,1068.55
3,2011,0,1350.05,0.0,0.8875,0.0,-0.078701876,14.0,54,3.6148986944925365,0,1,12,8.50355055237508,4931.25
3,2012,0,747.65,0.0,0.8875,0.0,-0.050957377,14.0,55,0.013292775665399277,0,1,12,8.516753094587834,4996.8
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,0.07448166826769133,0,1,12,8.588577600895126,5368.97
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,-0.1324481231968144,0,1,12,8.446526061998489,4657.86
3,2005,0,750.0,44019.07,0.8875,0.356701879,-0.015575222,14.0,48,-0.023529697552070163,0,0,8,11.723241251185176,123405.77
3,2006,0,9884.0,132745.98,0.8875,0.733160208,-0.015575222,14.0,49,0.03301718456645077,0,0,12,12.106589214815212,181059.99
3,2007,0,1745.0,71780.22,0.8875,0.4712603,-0.015575222,14.0,50,-0.1587570506327764,0,0,12,11.933715477903327,152315.44
3,2008,0,1000.0,38868.24,0.8875,0.370371104,-0.082901913,14.0,51,-0.3110085228391817,0,0,12,11.561192063531676,104944.04
3,2009,0,0.0,4139.08,0.8875,0.04607693,-0.148077899,14.0,52,-0.144022185538121,0,0,12,11.405682845933148,89829.77
3,2010,0,2792.0,71618.62,0.8875,1.169099781,-0.143914947,14.0,53,-0.3180475693080368,0,0,12,11.022892664369145,61259.63
3,2011,0,0.0,36000.0,0.8875,0.552168073,-0.078701876,14.0,54,0.06428230141122308,0,0,12,11.085192355025988,65197.54
3,2012,0,0.0,47782.74,0.8875,0.778660452,-0.050957377,14.0,55,-0.05877875146823029,0,0,12,11.024616266477505,61365.31
3,2013,0,0.0,-10938.97,0.8875,-0.135556563,-5.5442e-05,14.0,56,0.315021793257461,0,0,12,11.298465601070818,80696.72
3,2014,0,1209.0,-3343.45,0.8875,-0.043705549,-0.115753905,14.0,57,-0.052013018620831165,0,0,12,11.245051771432074,76499.44
3,2005,0,0.0,203.24,0.8875,0.030009642,-0.015575222,14.0,48,-0.25739996951744354,0,1,8,8.820771742678076,6772.49
3,2006,0,0.0,103.34,0.8875,0.00706808,-0.015575222,14.0,49,0.4734869977193225,0,1,12,9.590259269949895,14620.66
3,2007,0,625.0,9028.71,0.8875,1.022093043,-0.015575222,14.0,50,-0.3958172886860101,0,1,12,9.08642544967055,8833.55
3,2008,0,0.0,3711.53,0.8875,0.699492841,-0.082901913,14.0,51,-0.3993320918543507,0,1,12,8.576787635723166,5306.03
3,2009,0,1183.0,-2571.75,0.8875,-1.294287871,-0.148077899,14.0,52,-0.6255203984900198,0,1,12,7.59488438721652,1987.0
3,2010,0,0.0,0.0,0.8875,0.0,-0.143914947,14.0,53,0.6483643683945648,0,1,12,8.094470015871792,3275.3
3,2011,0,0.0,0.0,0.8875,0.0,-0.078701876,14.0,54,-0.17170030226238828,0,1,12,7.906153047873539,2712.93
3,2012,0,0.0,0.0,0.8875,0.0,-0.050957377,14.0,55,-0.013258727648704465,0,1,12,7.892810589619776,2676.96
3,2013,0,0.0,0.0,0.8875,0.0,-5.5442e-05,14.0,56,-0.08552985476062401,0,1,12,7.803435056952168,2448.0
3,2014,0,0.0,0.0,0.8875,0.0,-0.115753905,14.0,57,-0.1919934640522876,0,1,12,7.590346945602565,1978.0
3,2008,0,0.0,0.0,0.8875,0.0,-0.082901913,14.0,51,-0.991039910399104,0,4,10,6.799055862058796,896.0
3,2005,2947,24625.37,231671.1,0.917189047,0.813821516,-0.015575222,14.0,48,-0.004184570104798364,1,0,8,12.559091689804173,284670.65
3,2006,4592,29396.43,209110.92,0.927992799,0.449783625,-0.015575222,14.0,49,0.03695261497185799,1,0,12,13.049610904607658,464914.48
3,2007,5137,26133.98,256386.85,0.8875,0.490600284,-0.015575222,14.0,50,0.1240739372109899,1,0,12,13.166570196935588,522598.25
3,2008,5026,25450.17,244255.14,0.9499708,0.480914921,-0.039501742,14.0,51,-0.028131494891151992,1,0,12,13.138035485840623,507896.78
3,2009,4780,15894.62,278518.36,0.936729009,0.56977579,-0.017443024,14.0,52,-0.03755841885825708,1,0,12,13.0997536530953,488820.98
3,2010,4491,23302.49,209505.6,0.919456067,0.432165488,-0.015313887,14.0,53,-0.00826482529452799,1,0,12,13.091454501823765,484780.96
3,2011,4384,16591.73,168417.01,0.953017145,0.367643349,-0.010970975,14.0,54,-0.05503943471707306,1,0,12,13.03484253975256,458098.89
3,2012,4124,7788.69,221436.88,0.936131387,0.535802538,-0.023208019,14.0,55,-0.09783505478478675,1,0,12,12.931884866934615,413280.76
3,2013,3880,6274.38,246381.51,0.940834142,0.615547283,0.004125042,14.0,56,-0.03149580445022407,1,0,12,12.899882481485529,400264.15
3,2014,3434,8424.86,209388.63,0.885051546,0.553886523,0.030582937,14.0,57,-0.055535575694201,1,0,12,12.842745369474564,378035.25
3,2005,250,1883.78,-4593.18,0.9453125,-0.106417293,-0.015575222,14.0,48,0.09748117191196859,1,1,8,10.67273823072092,43161.97
3,2006,364,4056.8,4975.27,0.902116402,0.08283517,-0.015575222,14.0,49,-0.1665309289745182,1,1,12,11.00315411859181,60062.29
3,2007,367,1409.14,56358.62,0.967032967,1.063548785,-0.015575222,14.0,50,-0.11773094232670786,1,1,12,10.877898124820446,52991.1
