AGENCY_ID,STAT_PROFILE_DATE_YEAR,POLY_INFORCE_QTY,NB_WRTN_PREM_AMT,PRD_INCRD_LOSSES_AMT,RETENTION_RATIO,LOSS_RATIO,GROWTH_RATE_3YR,ACTIVE_PRODUCERS,AGENCY_AGE,PREMIUM_GROWTH_YOY,PROD_LINE_ENC,STATE_ENC,MONTHS
5553,2010,12,0.0,0.0,1.0,0.0,-0.038041857,7.0,14,0.0,1,4,12
7933,2007,0,7419.0,544.11,0.8875,0.024920296,-0.015575222,15.0,7,0.25330618622328155,0,4,12
5873,2009,0,315523.54,248572.08,0.8875,0.684835639,-0.015575222,69.0,1,10.0,0,1,12
1901,2014,0,0.0,0.0,0.8875,0.0,-0.308078622,66.0,26,0.0,0,4,12
5480,2006,91,163.7,0.0,0.778846154,0.0,-0.015575222,45.0,50,-0.12099234327966227,1,3,12
6047,2010,0,0.0,2864.75,0.8875,0.434118806,-0.174673285,62.0,23,0.1386125801247488,0,3,12
7005,2009,0,0.0,0.0,0.8875,0.0,-0.158756564,13.0,8,0.42670832331971487,0,3,12
6557,2012,24,0.0,0.0,1.0,0.0,-0.071016495,45.0,5,0.05856370421140819,1,3,12
4451,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,22.0,11,-1.0,0,1,12
4027,2009,3646,12224.0,129456.19,0.942239255,0.530427658,0.01825286,6.0,26,0.0013458634894063925,1,5,12
5122,2006,0,0.0,131915.0,0.8875,33.99879897,-0.015575222,20.0,11,0.44403422518804125,0,3,12
5554,2005,52,0.0,0.0,0.628205128,0.0,-0.015575222,23.0,43,-0.41663202354623613,1,3,8
1456,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,7.0,29,0.0,0,4,8
5107,2005,80,0.0,2500.0,1.0,0.992063492,-0.015575222,10.0,34,0.14925754314276343,1,3,8
834,2011,0,52.0,0.0,0.8875,0.0,-0.023882162,9.0,31,-0.1283996615448063,0,3,12
5540,2009,274,7526.0,11420.0,0.786956522,0.618775669,-0.02579076,74.0,13,0.26667609225916344,1,0,12
2485,2013,0,0.0,0.0,0.8875,0.0,-0.029303938,15.0,55,0.0,0,0,12
7254,2010,201,1008.0,13962.43,0.832432432,1.711134532,0.012571488,33.0,20,-0.011819772687363422,1,3,12
7140,2011,0,3068.0,0.0,0.8875,0.0,0.023045891,31.0,7,0.3690246730435487,0,0,12
8207,2009,0,0.0,0.0,0.8875,0.0,-0.141018446,65.0,16,-0.12951186774802348,0,1,12
5124,2010,1555,5633.42,59684.21,0.851666667,0.403678149,-0.105308247,8.0,48,-0.14806522486953114,1,0,12
1315,2014,0,0.0,0.0,0.8875,0.0,-0.006349317,83.0,24,0.9311345636664026,0,0,12
2393,2012,0,293.0,4599.13,0.8875,0.340547645,0.031982769,12.0,60,0.8870463367399124,0,3,12
6463,2005,0,500.0,0.0,0.8875,0.0,-0.015575222,25.0,20,-0.0009700324637531203,0,3,8
4332,2013,1456,3274.72,2408.6,0.868656716,0.016205905,-0.017156836,2.0,41,-0.12708729876440653,1,3,12
1761,2007,3202,24016.0,51531.81,0.882953386,0.314764931,-0.015575222,7.0,38,0.03223736351868802,1,3,12
7670,2009,4765,12807.0,110062.44,0.901606426,0.472429159,-0.065160345,10.0,37,-0.033154356327491294,1,3,12
4086,2005,13,0.0,0.0,0.8125,0.0,-0.015575222,29.0,54,-0.5255957795160996,1,4,8
9184,2012,0,0.0,-250.0,0.8875,-0.022830612,0.022361214,15.0,26,-0.450971986570882,0,3,12
326,2014,28,146.6,0.0,0.555555556,0.0,0.120673055,4.0,21,-0.480008666762964,1,3,12
9087,2013,0,0.0,0.0,0.8875,0.0,-0.462556738,4.0,5,0.06176504167142364,0,0,12
6987,2009,0,41264.0,2907.17,0.8875,0.039379069,-0.015575222,38.0,2,0.8803646557384731,0,0,12
4170,2005,0,235.0,1413.18,0.8875,0.085523704,-0.015575222,11.0,50,-0.27558345382216287,0,3,8
294,2014,727,2261.13,121968.88,0.82239819,1.302650299,0.080076328,9.0,16,-0.033329575317350965,1,0,12
1057,2012,12,0.0,0.0,1.0,0.0,-0.146432895,18.0,12,-0.23694779116465864,1,4,12
1504,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,13.0,6,-0.996129961299613,0,3,11
8852,2014,0,0.0,20369.32,0.8875,0.234468666,-0.117747117,62.0,8,-0.2331342395846087,0,5,12
3752,2008,0,0.0,0.0,0.8875,0.0,0.142039375,8.0,8,0.5970736054179291,0,0,12
3360,2010,0,1207.0,-10000.0,0.8875,-0.358138739,0.002660762,22.0,11,-0.14244199795700627,0,1,12
6514,2008,5,584.0,0.0,0.0,0.0,-0.015575222,18.0,2,0.0,1,0,7
6648,2009,7,442.0,0.0,0.8875,0.0,0.612744976,18.0,6,-0.995579955799558,1,1,7
5919,2014,12,0.0,0.0,1.0,0.0,-0.056582179,180.0,25,0.0,1,3,12
3870,2014,0,3445.0,27598.29,0.8875,0.572155449,0.190615584,66.0,24,-0.026361264253921317,0,2,12
9635,2009,0,4133.0,5765.78,0.8875,0.27791298,0.026529691,23.0,20,-0.07639615399340598,0,3,12
9362,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,135.0,10,0.7780292155991343,0,1,8
692,2009,7,164.0,0.0,0.8875,0.0,-0.014263062,28.0,46,-0.998359983599836,1,3,7
8560,2011,690,0.0,3294.88,0.918774967,0.075343041,-0.137825065,7.0,5,-0.0018638146301004348,1,5,12
5774,2013,0,0.0,0.0,0.8875,0.0,-0.004005718,8.0,26,-0.00878217517952452,0,3,12
6390,2005,6035,37576.05,148718.09,0.922465531,0.287166359,-0.015575222,22.0,32,-0.0020431778835999642,1,3,8
541,2005,73,0.0,0.0,0.708737864,0.0,-0.015575222,20.0,20,-0.28323059360730596,1,3,8
3370,2005,2277,5580.59,82457.05,0.968804159,0.318905545,-0.015575222,6.0,43,-0.04571998143129203,1,3,8
8165,2012,0,0.0,0.0,0.8875,0.0,0.006630755,9.0,31,0.0,0,4,12
3378,2010,0,0.0,0.0,0.8875,0.0,0.008374691,33.0,28,0.17338129496402876,0,3,12
6845,2011,73,0.0,0.0,0.811111111,0.0,-0.028455823,14.0,53,-0.30515615319305167,1,3,12
3764,2005,0,6623.0,23633.0,0.8875,0.674855473,-0.015575222,54.0,6,0.24103053516271197,0,0,8
5074,2013,0,0.0,0.0,0.8875,0.0,-0.095578455,18.0,10,-0.2631578947368421,0,3,12
6510,2009,126,98.58,-3534.53,0.674074074,-2.319001942,-0.020002184,35.0,19,-0.21610014760868776,1,3,12
5446,2012,0,0.0,0.0,0.8875,0.0,-0.010610317,13.0,46,0.49459543397903943,0,3,12
1779,2012,0,0.0,0.0,0.8875,0.0,-0.048131949,18.0,35,0.042168367346938705,0,3,12
7385,2007,57,0.0,0.0,0.723076923,0.0,-0.015575222,20.0,21,-0.22013844969044571,1,3,12
9117,2006,0,0.0,91682.46,0.8875,3.560273724,-0.015575222,41.0,42,-0.06233894573793572,0,1,12
9969,2014,0,0.0,10000.0,0.8875,0.637062784,0.091483237,16.0,16,0.015543330795074526,0,1,12
6392,2008,36,0.0,0.0,1.0,0.0,-0.041335056,16.0,28,0.007447528774543147,1,3,12
791,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,12.0,3,0.0,0,0,12
2570,2008,0,2999.0,0.0,0.8875,0.0,0.053061873,82.0,44,0.18102859409123295,0,3,12
9087,2009,0,0.0,0.0,0.8875,0.0,-0.015575222,4.0,1,0.5324993629392825,0,0,12
8784,2010,0,0.0,0.0,0.8875,0.0,-0.015575222,15.0,4,-0.4279528787642378,0,3,12
7467,2014,0,17134.7,-1250.0,0.8875,-0.007510248,0.191271125,45.0,23,0.15282973754648677,0,1,12
4226,2008,0,0.0,0.0,0.8875,0.0,-0.100879457,35.0,19,0.0045334463977038785,0,3,12
1901,2011,0,137.0,1125.07,0.8875,0.056501116,1.914353328,66.0,23,10.0,0,4,12
7005,2011,181,142.0,53055.87,0.969135803,3.501254175,0.020898365,13.0,10,0.09056423173803523,1,0,12
4277,2014,0,0.0,0.0,0.8875,0.0,0.028699568,79.0,23,-0.17445813854653636,0,2,12
1569,2010,88,155.72,0.0,0.806818182,0.0,-0.010797524,16.0,39,-0.020832267541711955,1,3,12
8658,2007,0,0.0,1433.08,0.8875,2.221829457,-0.015575222,9.0,11,-0.09282700421940929,0,0,12
7541,2006,0,285.42,0.0,0.8875,0.0,-0.015575222,8.0,4,-0.48481641667433517,0,1,12
6187,2012,8,311.5,0.0,0.8875,0.0,-0.030950484,11.0,12,-0.9968849688496885,1,3,8
3855,2007,32,618.0,2454.2,0.8875,0.594907099,-0.015575222,21.0,4,0.6525461071319842,1,3,12
2364,2009,262,311.05,13478.45,0.934306569,0.59431622,-0.047300198,26.0,39,-0.12134501054784896,1,3,12
3246,2007,0,100.0,0.0,0.8875,0.0,-0.015575222,39.0,55,-0.24101955087365237,0,3,12
8235,2007,89,252.1,0.0,0.73255814,0.0,-0.015575222,9.0,39,0.21474827344610142,1,3,12
9012,2009,0,1861.0,0.0,0.8875,0.0,-0.015575222,16.0,2,1.799972727272727,0,3,12
163,2013,0,94.0,0.0,0.8875,0.0,-0.015575222,14.0,1,1.3414634146341464,0,3,12
3680,2006,20,1470.5,0.0,0.142857143,0.0,-0.015575222,12.0,30,3.43856595892795,1,3,12
8477,2014,0,35.0,0.0,0.8875,0.0,-0.015575222,10.0,0,-0.999649996499965,0,4,1
4745,2008,0,4665.0,14698.2,0.8875,0.256140902,0.046420968,41.0,10,-0.09291095967824665,0,3,12
8543,2006,31,1271.0,0.0,0.666666667,0.0,-0.015575222,56.0,66,-0.2534662799129804,1,5,12
9362,2014,0,0.0,0.0,0.8875,0.0,0.141245133,135.0,19,-0.0460984848484848,0,4,12
6572,2012,8719,26732.19,622149.78,0.894769809,0.82993154,-0.039873429,14.0,38,-0.0504720470979316,1,3,12
7738,2007,1173,0.0,3672.43,0.896024465,0.075685516,-0.015575222,43.0,31,0.00018056840708368288,1,4,12
2485,2009,387,2416.0,23745.24,0.916256158,1.34118588,-0.003591177,15.0,51,-0.05856022086638578,1,3,12
1876,2011,0,0.0,0.0,0.8875,0.0,-0.16666869,10.0,13,-0.11563117151939503,0,3,12
3487,2009,0,174.0,37661.99,0.8875,0.892955343,3.686388948,52.0,4,0.7233755397705913,0,4,12
456,2007,0,7396.0,0.0,0.8875,0.0,-0.015575222,18.0,10,0.712599555560756,0,0,12
1062,2012,0,0.0,0.0,0.8875,0.0,-0.329978977,21.0,9,0.016253207869974338,0,3,12
5444,2012,10,600.0,0.0,0.8875,0.0,-0.015575222,22.0,1,-0.99639996399964,1,3,9
8397,2014,0,0.0,1652.04,0.8875,0.26192341,-0.22460076,20.0,20,-0.5576900420757364,0,0,12
1079,2006,518,9879.0,11426.15,0.915384615,0.453541755,-0.015575222,29.0,54,0.39151827139764045,1,0,12
3351,2006,125,373.89,15371.27,0.78125,3.090758651,-0.015575222,10.0,38,-0.5007438698498808,1,4,12
2859,2013,240,1040.0,0.0,0.939393939,0.0,0.099116573,37.0,9,0.31196817409597677,1,3,12
6392,2006,0,0.0,1891.7,0.8875,0.173079492,-0.015575222,16.0,26,-0.0639433107119734,0,3,12
1020,2009,110,0.0,30476.36,0.691823899,3.151731384,-0.261760628,10.0,20,-0.4176902046272989,1,3,12
4021,2012,48,0.0,0.0,1.0,0.0,-0.107089074,2.0,11,0.1690868021942562,1,1,12
1486,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,16.0,54,0.07638762566546611,0,1,12
483,2006,0,0.0,0.0,0.8875,0.0,-0.015575222,19.0,32,-0.4,0,3,12
2025,2006,0,128.0,0.0,0.8875,0.0,-0.015575222,46.0,28,-0.002829999999999927,0,3,12
3557,2011,0,0.0,0.0,0.8875,0.0,-0.215839863,65.0,29,-0.5379850205363615,0,1,12
2056,2007,24,0.0,0.0,1.0,0.0,-0.015575222,69.0,27,0.012440476190476155,1,0,12
6703,2012,0,0.0,0.0,0.8875,0.0,-0.100403991,13.0,33,0.04803840599232409,0,3,12
9028,2012,0,0.0,0.0,0.8875,0.0,0.104988863,7.0,7,1.3831122281911268,0,3,12
8157,2007,0,0.0,0.0,0.8875,0.0,-0.015575222,23.0,5,-0.9919269192691926,0,3,4
2805,2007,120,1865.0,7874.75,0.596638656,0.883902585,-0.015575222,116.0,17,-0.07273300665703564,1,0,12
6052,2011,0,13717.0,1.0,0.8875,5.099e-05,-0.157650019,15.0,6,1.1593379188242585,0,4,12
9145,2006,18,0.0,0.0,0.75,0.0,-0.015575222,105.0,20,-0.5061421319796954,1,4,12
3680,2010,0,530.0,0.0,0.8875,0.0,-0.05464969,12.0,34,-0.7493493310625358,0,3,12
3170,2010,0,2178.0,0.0,0.8875,0.0,0.219265823,18.0,9,-0.978219782197822,0,3,11
3275,2008,0,20575.0,23701.79,0.8875,0.230613868,0.145485422,59.0,14,0.1710435118583922,0,3,12
1786,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,46.0,42,0.0,0,3,8
3072,2009,0,0.0,12753.17,0.8875,0.410651024,-0.00819557,9.0,51,0.005272049333977673,0,1,12
8157,2007,0,1416.56,0.0,0.8875,0.0,-0.015575222,23.0,5,-0.2386139459319804,0,1,12
9969,2006,199,1578.0,0.0,0.530201342,0.0,-0.015575222,16.0,8,0.0006376878863786868,1,0,12
6355,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,4.0,5,0.0,0,1,8
3143,2013,0,0.0,0.0,0.8875,0.0,-0.024152821,25.0,28,-0.047814569536423844,0,1,12
8396,2013,0,0.0,0.0,0.8875,0.0,-0.157132265,14.0,5,-0.12613955885847142,0,0,12
2232,2013,0,0.0,711.35,0.8875,0.017775951,-0.096792772,25.0,44,-0.03931833998833763,0,3,12
6508,2011,0,192.0,0.0,0.8875,0.0,0.616915697,46.0,3,0.08373779522279355,0,3,12
6092,2006,3373,35888.11,103770.37,0.901428571,0.28117094,-0.015575222,31.0,46,-0.08430391999189764,1,1,12
1469,2008,0,9684.0,0.0,0.8875,0.0,-0.014907561,8.0,17,0.5829745016814063,0,3,12
1500,2012,0,0.0,0.0,0.8875,0.0,0.098802514,26.0,4,-0.8917859178591786,0,2,9
1744,2009,0,279.0,0.0,0.8875,0.0,0.211903346,80.0,15,-0.25185012799627643,0,3,12
5585,2013,0,0.0,0.0,0.8875,0.0,-0.019802096,10.0,18,-0.3751522116043708,0,4,12
3,2010,17,0.0,0.0,0.708333333,0.0,-0.015313887,14.0,53,-0.5442666666666667,1,0,12
7545,2007,0,0.0,10796.0,0.8875,6.646841888,-0.015575222,18.0,10,0.036522016592214435,0,3,12
562,2014,60,0.0,0.0,1.0,0.0,-0.010044166,22.0,34,0.08088827288199509,1,4,12
5550,2010,0,8337.0,76373.54,0.8875,1.858634487,-0.100341522,49.0,20,-0.04348132748498395,0,3,12
9528,2005,0,0.0,0.0,0.8875,0.0,-0.015575222,9.0,26,0.3998289136013688,0,4,8
6052,2009,0,590.0,0.0,0.8875,0.0,0.888392981,15.0,4,1.4558659217877095,0,4,12
6693,2006,0,16666.27,4349.25,0.8875,0.260945554,-0.015575222,83.0,0,-0.8333256332563326,0,1,7
1724,2005,8,0.0,0.0,1.0,0.0,-0.015575222,17.0,24,0.0,1,3,8
3655,2014,532,58730.57,51509.65,0.8875,0.66414104,-0.027970484,23.0,35,0.49640476822582236,1,1,12
1981,2009,0,0.0,0.0,0.8875,0.0,-0.161834868,50.0,16,-0.4993247822612461,0,3,12
2093,2014,10,645.1,0.0,0.8875,0.0,-0.015575222,15.0,2,-0.9958407584075841,1,3,5
2913,2009,48,0.0,0.0,0.727272727,0.0,-0.189566782,8.0,27,-0.3767913108859591,1,1,12
2857,2011,0,0.0,0.0,0.8875,0.0,-0.014084108,4.0,28,0.16129364837526433,0,3,12
806,2008,12,0.0,0.0,1.0,0.0,-0.034820244,12.0,42,0.5,1,3,12
604,2006,0,21.61,0.0,0.8875,0.0,-0.015575222,34.0,16,-0.1781814250189209,0,1,12
7406,2007,0,350.0,-629.0,0.8875,-0.026273744,-0.015575222,28.0,8,-0.18064024390243907,0,5,12
9620,2006,55,0.0,0.0,0.915254237,0.0,-0.015575222,47.0,50,-0.31422641509433963,1,3,12
4283,2007,234,36.83,3868.02,0.9,0.21537855,-0.015575222,9.0,37,-0.12291181340014373,1,3,12
4061,2008,48,0.0,0.0,1.0,0.0,-0.032164694,53.0,40,-0.05457227138643068,1,3,12
2260,2012,12,0.0,0.0,0.571428571,0.0,-0.049467929,10.0,4,0.25,1,0,12
2902,2013,62,10115.2,0.0,0.8875,0.0,0.00183957,23.0,25,5.6067375469924805,1,3,12
7138,2005,37,0.0,0.0,0.967741936,0.0,-0.015575222,114.0,14,-0.2666112430720507,1,0,8
1938,2012,12,0.0,0.0,0.8875,0.0,-0.05252234,73.0,23,1.0097091943484495,1,1,12
5540,2013,0,7379.08,0.0,0.8875,0.0,-0.009740244,74.0,17,1.5980842466019107,0,1,12
2975,2009,0,5678.0,54718.26,0.8875,1.996935891,-0.134829341,16.0,24,0.10079189528598942,0,3,12
6627,2010,66,0.0,0.0,0.916666667,0.0,-0.188212738,33.0,14,-0.44778050778050776,1,3,12
9028,2006,181,1804.48,0.0,0.8875,0.0,-0.015575222,7.0,1,0.57782815996311,1,3,12
1207,2009,345,3937.0,0.0,0.791086351,0.0,-0.074308957,3.0,57,0.11310088565492962,1,3,12
3948,2007,48,0.0,0.0,0.721311475,0.0,-0.015575222,8.0,37,-0.3426020839760751,1,4,12
8584,2013,37,1129.58,0.0,0.0,0.0,0.018673322,10.0,29,8.693511608623549,1,3,12
3748,2010,24,0.0,0.0,1.0,0.0,-0.055817431,25.0,31,0.11235955056179775,1,3,12
5912,2009,0,0.0,0.0,0.8875,0.0,0.074360419,66.0,39,0.0327683615819209,0,4,12
5246,2010,90,150.0,0.0,0.863013699,0.0,0.047559279,19.0,8,0.375861044027494,1,1,12
9733,2005,1161,3811.0,0.0,0.934900543,0.0,-0.015575222,55.0,43,0.11519325724987793,1,3,8
5578,2011,0,0.0,6108.88,0.8875,0.552770285,0.002723773,6.0,50,0.187810619088564,0,3,12
7467,2013,0,0.0,0.0,0.8875,0.0,0.158395251,45.0,22,0.1697866184448463,0,5,12
9087,2009,0,0.0,6468.05,0.8875,4.00498452,-0.015575222,4.0,1,0.17872887046390107,0,0,12
2595,2007,13,468.0,0.0,1.0,0.0,-0.015575222,19.0,0,0.4444444444444444,1,5,12
3671,2014,0,0.0,0.0,0.8875,0.0,0.108461176,79.0,10,-0.06896551724137931,0,4,12
